old_file path,new_file path,commit SHA,parent commit SHA,new_file_MCC,test_name,test_id,issue_severity,issue_confidence,line_number,col_offset,end_col_offset,line_range,issue_cwe
config.sh,config.sh,d0dbb0513b28122fc6cfdf126e344064f2077de8,583d1266b47ac5527ba34d9118add325577a333e,,,,,,,,,,
config.sh,config.sh,d4a51981676eacd6763fac5b183e6267a4305610,d0dbb0513b28122fc6cfdf126e344064f2077de8,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,e1523c845ed4f17029d7a97671ca49b630d3c6c7,d4a51981676eacd6763fac5b183e6267a4305610,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,c4286d26c3f9763a502e17c852855a4303e4c771,e1523c845ed4f17029d7a97671ca49b630d3c6c7,,,,,,,,,,
.travis.yml,.travis.yml,42b35191fae5c41cf028ae627ca47033e06ff1ea,c4286d26c3f9763a502e17c852855a4303e4c771,,,,,,,,,,
travis_config.sh,travis_config.sh,fac2703ffcc7ad810ce9a0af119d95bd03048fb9,d6a45ba2ae322562e8731c27695b6e00528862f7,,,,,,,,,,
.travis.yml,.travis.yml,f3c731aefa65be7dfebda4e887c345bbe41ede72,da7d02271d2ffca8f293ed3f3032f30881319db8,,,,,,,,,,
README.md,README.md,4b191f860257297be04e57213b0d981bcfb9a841,da7d02271d2ffca8f293ed3f3032f30881319db8,,,,,,,,,,
setup.py,setup.py,4b191f860257297be04e57213b0d981bcfb9a841,da7d02271d2ffca8f293ed3f3032f30881319db8,56,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,4b191f860257297be04e57213b0d981bcfb9a841,da7d02271d2ffca8f293ed3f3032f30881319db8,56,assert_used,B101,LOW,HIGH,240,8,74,[240],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,4b191f860257297be04e57213b0d981bcfb9a841,da7d02271d2ffca8f293ed3f3032f30881319db8,56,subprocess_without_shell_equals_true,B603,LOW,HIGH,344,4,88,[344],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,4b191f860257297be04e57213b0d981bcfb9a841,da7d02271d2ffca8f293ed3f3032f30881319db8,56,try_except_pass,B110,LOW,HIGH,360,4,12,"[360, 361]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,4b191f860257297be04e57213b0d981bcfb9a841,da7d02271d2ffca8f293ed3f3032f30881319db8,56,try_except_pass,B110,LOW,HIGH,366,8,16,"[366, 367]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,4b191f860257297be04e57213b0d981bcfb9a841,da7d02271d2ffca8f293ed3f3032f30881319db8,56,subprocess_without_shell_equals_true,B603,LOW,HIGH,377,8,90,[377],https://cwe.mitre.org/data/definitions/78.html
docker/Dockerfile_i686,docker/Dockerfile_i686,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,b7fae2bfc976f6e19dcf5f37866fd2ed0f4daad0,,,,,,,,,,
docker/Dockerfile_x86_64,docker/Dockerfile_x86_64,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,b7fae2bfc976f6e19dcf5f37866fd2ed0f4daad0,,,,,,,,,,
docker/README.md,docker/README.md,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,b7fae2bfc976f6e19dcf5f37866fd2ed0f4daad0,,,,,,,,,,
setup.py,setup.py,5a2f82ec73ca9f473437f45197f6bfac264cf20e,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,53,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,5a2f82ec73ca9f473437f45197f6bfac264cf20e,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,53,assert_used,B101,LOW,HIGH,227,8,74,[227],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,5a2f82ec73ca9f473437f45197f6bfac264cf20e,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,53,subprocess_without_shell_equals_true,B603,LOW,HIGH,331,4,88,[331],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,5a2f82ec73ca9f473437f45197f6bfac264cf20e,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,53,try_except_pass,B110,LOW,HIGH,347,4,12,"[347, 348]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,5a2f82ec73ca9f473437f45197f6bfac264cf20e,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,53,try_except_pass,B110,LOW,HIGH,353,8,16,"[353, 354]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,5a2f82ec73ca9f473437f45197f6bfac264cf20e,eed0f0d1c7572e3cb69d9c45d14b2b2acbbe4bd6,53,subprocess_without_shell_equals_true,B603,LOW,HIGH,364,8,90,[364],https://cwe.mitre.org/data/definitions/78.html
.travis.yml,.travis.yml,4ca11a2cae92ac28fd78411601ceba98834c95c1,5a2f82ec73ca9f473437f45197f6bfac264cf20e,,,,,,,,,,
docker/Dockerfile_i686,docker/Dockerfile_i686,87fbd5685a35b38cc25f1329c7ae8ccd1e689c71,61898b9f2db0afe24b6116c46a94305352385179,,,,,,,,,,
docker/Dockerfile_x86_64,docker/Dockerfile_x86_64,87fbd5685a35b38cc25f1329c7ae8ccd1e689c71,61898b9f2db0afe24b6116c46a94305352385179,,,,,,,,,,
setup.py,setup.py,a145e59b879f3e4e5bcf735ed78178785ae67710,288a9d3454f55d8ef0ca0dd6b6382d1f9f2abb01,54,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,a145e59b879f3e4e5bcf735ed78178785ae67710,288a9d3454f55d8ef0ca0dd6b6382d1f9f2abb01,54,assert_used,B101,LOW,HIGH,233,8,74,[233],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,a145e59b879f3e4e5bcf735ed78178785ae67710,288a9d3454f55d8ef0ca0dd6b6382d1f9f2abb01,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,337,4,88,[337],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,a145e59b879f3e4e5bcf735ed78178785ae67710,288a9d3454f55d8ef0ca0dd6b6382d1f9f2abb01,54,try_except_pass,B110,LOW,HIGH,353,4,12,"[353, 354]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,a145e59b879f3e4e5bcf735ed78178785ae67710,288a9d3454f55d8ef0ca0dd6b6382d1f9f2abb01,54,try_except_pass,B110,LOW,HIGH,359,8,16,"[359, 360]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,a145e59b879f3e4e5bcf735ed78178785ae67710,288a9d3454f55d8ef0ca0dd6b6382d1f9f2abb01,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,370,8,90,[370],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,2700ec938f998210add5eb65f9387a332db29cc9,a145e59b879f3e4e5bcf735ed78178785ae67710,54,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,2700ec938f998210add5eb65f9387a332db29cc9,a145e59b879f3e4e5bcf735ed78178785ae67710,54,assert_used,B101,LOW,HIGH,233,8,74,[233],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,2700ec938f998210add5eb65f9387a332db29cc9,a145e59b879f3e4e5bcf735ed78178785ae67710,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,337,4,88,[337],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,2700ec938f998210add5eb65f9387a332db29cc9,a145e59b879f3e4e5bcf735ed78178785ae67710,54,try_except_pass,B110,LOW,HIGH,353,4,12,"[353, 354]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,2700ec938f998210add5eb65f9387a332db29cc9,a145e59b879f3e4e5bcf735ed78178785ae67710,54,try_except_pass,B110,LOW,HIGH,359,8,16,"[359, 360]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,2700ec938f998210add5eb65f9387a332db29cc9,a145e59b879f3e4e5bcf735ed78178785ae67710,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,370,8,90,[370],https://cwe.mitre.org/data/definitions/78.html
,patches/patchOpenEXR,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,,,,,,,,,,
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,start_process_with_partial_path,B607,LOW,HIGH,150,8,76,[150],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,150,8,76,[150],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,assert_used,B101,LOW,HIGH,235,8,74,[235],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,339,4,88,[339],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,try_except_pass,B110,LOW,HIGH,355,4,12,"[355, 356]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,try_except_pass,B110,LOW,HIGH,361,8,16,"[361, 362]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,510a5a4de0b4817aa52644c7a7cd26f522885d2c,2700ec938f998210add5eb65f9387a332db29cc9,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,372,8,90,[372],https://cwe.mitre.org/data/definitions/78.html
patches/patchOpenEXR,patches/patchOpenEXR,0dedf84d688fd55a267e8f32833109bfcd1f81e5,510a5a4de0b4817aa52644c7a7cd26f522885d2c,,,,,,,,,,
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,start_process_with_partial_path,B607,LOW,HIGH,150,8,77,[150],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,subprocess_popen_with_shell_equals_true,B602,LOW,HIGH,150,8,77,[150],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,assert_used,B101,LOW,HIGH,235,8,74,[235],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,339,4,88,[339],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,try_except_pass,B110,LOW,HIGH,355,4,12,"[355, 356]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,try_except_pass,B110,LOW,HIGH,361,8,16,"[361, 362]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,291768c035127d0c11972bef2dd6048631094053,510a5a4de0b4817aa52644c7a7cd26f522885d2c,54,subprocess_without_shell_equals_true,B603,LOW,HIGH,372,8,90,[372],https://cwe.mitre.org/data/definitions/78.html
patches/patchOpenEXR,patches/patchOpenEXR,1795159df462bc07fc1a5e9511042f74161b392f,20898b96af94a418816dbc5a35bc7c9ed7c80a89,,,,,,,,,,
docker/Dockerfile_i686,docker/Dockerfile_i686,fd9fb99f2bdbe6e16c5bf1832bb8db5d0af65249,1795159df462bc07fc1a5e9511042f74161b392f,,,,,,,,,,
setup.py,setup.py,3c8cf39d6cf44aca31220ced65f76778a20fae54,091603176ecb979090f10f1f91883710c0c4bb3a,55,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,3c8cf39d6cf44aca31220ced65f76778a20fae54,091603176ecb979090f10f1f91883710c0c4bb3a,55,assert_used,B101,LOW,HIGH,229,8,74,[229],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,3c8cf39d6cf44aca31220ced65f76778a20fae54,091603176ecb979090f10f1f91883710c0c4bb3a,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,333,4,88,[333],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,3c8cf39d6cf44aca31220ced65f76778a20fae54,091603176ecb979090f10f1f91883710c0c4bb3a,55,try_except_pass,B110,LOW,HIGH,349,4,12,"[349, 350]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,3c8cf39d6cf44aca31220ced65f76778a20fae54,091603176ecb979090f10f1f91883710c0c4bb3a,55,try_except_pass,B110,LOW,HIGH,355,8,16,"[355, 356]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,3c8cf39d6cf44aca31220ced65f76778a20fae54,091603176ecb979090f10f1f91883710c0c4bb3a,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,366,8,90,[366],https://cwe.mitre.org/data/definitions/78.html
appveyor.yml,appveyor.yml,29ddb368d4fb8b9178f8b7079b5f7bcc844713b4,3c8cf39d6cf44aca31220ced65f76778a20fae54,,,,,,,,,,
.travis.yml,.travis.yml,22efb62f8f5d99cec05b94b62f4bd0ed2e9a3724,29ddb368d4fb8b9178f8b7079b5f7bcc844713b4,,,,,,,,,,
README.md,README.md,52ab1f004aa0e3ef3017908039b23773df91f00d,22efb62f8f5d99cec05b94b62f4bd0ed2e9a3724,,,,,,,,,,
.travis.yml,.travis.yml,27c23744185c6b95217ae64aba874d77743c4a0b,52ab1f004aa0e3ef3017908039b23773df91f00d,,,,,,,,,,
config.sh,config.sh,356a968aa95a6f6038e6af38504cfe51c525f708,27c23744185c6b95217ae64aba874d77743c4a0b,,,,,,,,,,
config.sh,config.sh,10be7e56c0712bb3cc22e3d52766a3f4c1dca3ca,356a968aa95a6f6038e6af38504cfe51c525f708,,,,,,,,,,
config.sh,config.sh,e78ecbddff746f59d15305469f70447ce910fdb3,10be7e56c0712bb3cc22e3d52766a3f4c1dca3ca,,,,,,,,,,
.travis.yml,.travis.yml,c824854d72034a1863a49a72af73988c05cc5e4b,e78ecbddff746f59d15305469f70447ce910fdb3,,,,,,,,,,
.travis.yml,.travis.yml,008134fed4b9f778d8689763e42246c5de65f20b,c824854d72034a1863a49a72af73988c05cc5e4b,,,,,,,,,,
setup.py,setup.py,008134fed4b9f778d8689763e42246c5de65f20b,c824854d72034a1863a49a72af73988c05cc5e4b,55,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,008134fed4b9f778d8689763e42246c5de65f20b,c824854d72034a1863a49a72af73988c05cc5e4b,55,assert_used,B101,LOW,HIGH,230,8,74,[230],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,008134fed4b9f778d8689763e42246c5de65f20b,c824854d72034a1863a49a72af73988c05cc5e4b,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,334,4,88,[334],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,008134fed4b9f778d8689763e42246c5de65f20b,c824854d72034a1863a49a72af73988c05cc5e4b,55,try_except_pass,B110,LOW,HIGH,350,4,12,"[350, 351]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,008134fed4b9f778d8689763e42246c5de65f20b,c824854d72034a1863a49a72af73988c05cc5e4b,55,try_except_pass,B110,LOW,HIGH,356,8,16,"[356, 357]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,008134fed4b9f778d8689763e42246c5de65f20b,c824854d72034a1863a49a72af73988c05cc5e4b,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,367,8,90,[367],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,059fea0437e12e6673523b9cc352dd012a4f526f,008134fed4b9f778d8689763e42246c5de65f20b,55,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,059fea0437e12e6673523b9cc352dd012a4f526f,008134fed4b9f778d8689763e42246c5de65f20b,55,assert_used,B101,LOW,HIGH,234,8,74,[234],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,059fea0437e12e6673523b9cc352dd012a4f526f,008134fed4b9f778d8689763e42246c5de65f20b,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,338,4,88,[338],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,059fea0437e12e6673523b9cc352dd012a4f526f,008134fed4b9f778d8689763e42246c5de65f20b,55,try_except_pass,B110,LOW,HIGH,354,4,12,"[354, 355]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,059fea0437e12e6673523b9cc352dd012a4f526f,008134fed4b9f778d8689763e42246c5de65f20b,55,try_except_pass,B110,LOW,HIGH,360,8,16,"[360, 361]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,059fea0437e12e6673523b9cc352dd012a4f526f,008134fed4b9f778d8689763e42246c5de65f20b,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,371,8,90,[371],https://cwe.mitre.org/data/definitions/78.html
.travis.yml,.travis.yml,1b6fa44f5d305e7b71d114841cfcc09647030047,059fea0437e12e6673523b9cc352dd012a4f526f,,,,,,,,,,
.travis.yml,.travis.yml,10c7cfa6fb470b258b0b229bcba03a7824cdcf3b,1b6fa44f5d305e7b71d114841cfcc09647030047,,,,,,,,,,
.travis.yml,.travis.yml,e7a5b665c4af2ec0ba4bf801d890bce04bb43fc1,10c7cfa6fb470b258b0b229bcba03a7824cdcf3b,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,e7a5b665c4af2ec0ba4bf801d890bce04bb43fc1,10c7cfa6fb470b258b0b229bcba03a7824cdcf3b,,,,,,,,,,
config.sh,config.sh,5916c66207a8eb50d074f70793aa509e0e7bda07,e7a5b665c4af2ec0ba4bf801d890bce04bb43fc1,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,5916c66207a8eb50d074f70793aa509e0e7bda07,e7a5b665c4af2ec0ba4bf801d890bce04bb43fc1,,,,,,,,,,
.travis.yml,.travis.yml,6af897d7dfa15be1abf8fa489a66180215e3579e,5916c66207a8eb50d074f70793aa509e0e7bda07,,,,,,,,,,
config.sh,config.sh,6af897d7dfa15be1abf8fa489a66180215e3579e,5916c66207a8eb50d074f70793aa509e0e7bda07,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,6af897d7dfa15be1abf8fa489a66180215e3579e,5916c66207a8eb50d074f70793aa509e0e7bda07,,,,,,,,,,
config.sh,config.sh,6e8f51643217805af7cee13cbc148b5356b2284a,6af897d7dfa15be1abf8fa489a66180215e3579e,,,,,,,,,,
setup.py,setup.py,cbfa320e02d0c0545244bd053d05e964cb7dfc32,6e8f51643217805af7cee13cbc148b5356b2284a,55,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,cbfa320e02d0c0545244bd053d05e964cb7dfc32,6e8f51643217805af7cee13cbc148b5356b2284a,55,assert_used,B101,LOW,HIGH,234,8,74,[234],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,cbfa320e02d0c0545244bd053d05e964cb7dfc32,6e8f51643217805af7cee13cbc148b5356b2284a,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,338,4,88,[338],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,cbfa320e02d0c0545244bd053d05e964cb7dfc32,6e8f51643217805af7cee13cbc148b5356b2284a,55,try_except_pass,B110,LOW,HIGH,354,4,12,"[354, 355]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,cbfa320e02d0c0545244bd053d05e964cb7dfc32,6e8f51643217805af7cee13cbc148b5356b2284a,55,try_except_pass,B110,LOW,HIGH,360,8,16,"[360, 361]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,cbfa320e02d0c0545244bd053d05e964cb7dfc32,6e8f51643217805af7cee13cbc148b5356b2284a,55,subprocess_without_shell_equals_true,B603,LOW,HIGH,371,8,90,[371],https://cwe.mitre.org/data/definitions/78.html
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,b9350e7d17d96fdcb3dfe36cded2a51412a5f7e2,cbfa320e02d0c0545244bd053d05e964cb7dfc32,,,,,,,,,,
.travis.yml,.travis.yml,7af6a3545e4497fc6ad148cea232dd5ff04a192a,b9350e7d17d96fdcb3dfe36cded2a51412a5f7e2,,,,,,,,,,
config.sh,config.sh,7af6a3545e4497fc6ad148cea232dd5ff04a192a,b9350e7d17d96fdcb3dfe36cded2a51412a5f7e2,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,7af6a3545e4497fc6ad148cea232dd5ff04a192a,b9350e7d17d96fdcb3dfe36cded2a51412a5f7e2,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,2c8282f816a125cb7f2f6918f69dd37ec36a6fcf,7af6a3545e4497fc6ad148cea232dd5ff04a192a,,,,,,,,,,
config.sh,config.sh,81e4987e05536977c808093e740607ea7d4d8ffa,2c8282f816a125cb7f2f6918f69dd37ec36a6fcf,,,,,,,,,,
config.sh,config.sh,02ab5572128ea5e35b254641906fa899c1da1e0e,81e4987e05536977c808093e740607ea7d4d8ffa,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,02ab5572128ea5e35b254641906fa899c1da1e0e,81e4987e05536977c808093e740607ea7d4d8ffa,,,,,,,,,,
README.md,README.md,ae953ca3c1ce08b9787bbdec3b55cf1cb020a412,02ab5572128ea5e35b254641906fa899c1da1e0e,,,,,,,,,,
.travis.yml,.travis.yml,3025220a9724ed7cb9ec6079dbaa24d67e6029d5,ae953ca3c1ce08b9787bbdec3b55cf1cb020a412,,,,,,,,,,
.travis.yml,.travis.yml,9aa34f7d3b28ffb5aba380d72586cb44b9bab0c2,3025220a9724ed7cb9ec6079dbaa24d67e6029d5,,,,,,,,,,
README.md,README.md,2fa617300642390f2ee4011e0ce177dcfba9c003,9aa34f7d3b28ffb5aba380d72586cb44b9bab0c2,,,,,,,,,,
.travis.yml,.travis.yml,630df31b430e1b7b06d07e15204978d73323f7bc,2fa617300642390f2ee4011e0ce177dcfba9c003,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,54cbe08ad584b279f1cd250ca286d2de819ef7b5,630df31b430e1b7b06d07e15204978d73323f7bc,,,,,,,,,,
config.sh,config.sh,d3c3882338c2c624ed6aadb325ded83a386cebfe,54cbe08ad584b279f1cd250ca286d2de819ef7b5,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,ea088a936d1596ac31a0ef58303faf6059bb9070,d3c3882338c2c624ed6aadb325ded83a386cebfe,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,bf365e191e33eaabaa362ceeb4e1111a2e9cc417,ea088a936d1596ac31a0ef58303faf6059bb9070,,,,,,,,,,
config.sh,config.sh,df122a018c57a3e3657a538b53710cab3c4b13d4,bf365e191e33eaabaa362ceeb4e1111a2e9cc417,,,,,,,,,,
config.sh,config.sh,8e23e986a83a5c11b0b348073a419d3678927367,df122a018c57a3e3657a538b53710cab3c4b13d4,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,a22f8bf9f447f9c9ed8f6c4a4a10024f147bf9c7,8e23e986a83a5c11b0b348073a419d3678927367,,,,,,,,,,
travis_osx_brew_cache.sh,travis_osx_brew_cache.sh,676971681d846ad0a82b07afc7ccb7bedc1bfe34,a22f8bf9f447f9c9ed8f6c4a4a10024f147bf9c7,,,,,,,,,,
.travis.yml,.travis.yml,87902b0e40fd04ec47bf4d53d4b6cfa342250ad9,676971681d846ad0a82b07afc7ccb7bedc1bfe34,,,,,,,,,,
travis_config.sh,travis_config.sh,61ddc1a2fbbf8ca56a22b5feb72b1e6ca7daf050,87902b0e40fd04ec47bf4d53d4b6cfa342250ad9,,,,,,,,,,
.travis.yml,.travis.yml,8f08f38ad6d07544b276663a03ae67febc1991d4,61ddc1a2fbbf8ca56a22b5feb72b1e6ca7daf050,,,,,,,,,,
README.md,README.md,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,8f08f38ad6d07544b276663a03ae67febc1991d4,,,,,,,,,,
setup.py,setup.py,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,8f08f38ad6d07544b276663a03ae67febc1991d4,56,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,8f08f38ad6d07544b276663a03ae67febc1991d4,56,assert_used,B101,LOW,HIGH,240,8,74,[240],https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,8f08f38ad6d07544b276663a03ae67febc1991d4,56,subprocess_without_shell_equals_true,B603,LOW,HIGH,344,4,88,[344],https://cwe.mitre.org/data/definitions/78.html
setup.py,setup.py,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,8f08f38ad6d07544b276663a03ae67febc1991d4,56,try_except_pass,B110,LOW,HIGH,360,4,12,"[360, 361]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,8f08f38ad6d07544b276663a03ae67febc1991d4,56,try_except_pass,B110,LOW,HIGH,366,8,16,"[366, 367]",https://cwe.mitre.org/data/definitions/703.html
setup.py,setup.py,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,8f08f38ad6d07544b276663a03ae67febc1991d4,56,subprocess_without_shell_equals_true,B603,LOW,HIGH,377,8,90,[377],https://cwe.mitre.org/data/definitions/78.html
docker/Dockerfile_i686,docker/Dockerfile_i686,a7019ef748fd3680e844c752fd670e21297da2f0,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,,,,,,,,,,
docker/Dockerfile_x86_64,docker/Dockerfile_x86_64,a7019ef748fd3680e844c752fd670e21297da2f0,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,,,,,,,,,,
docker/README.md,docker/README.md,a7019ef748fd3680e844c752fd670e21297da2f0,a229f278b7fa90e6e0099d90b3d17b0e2cc59d1e,,,,,,,,,,
setup.py,setup.py,9b41acdc769a9247918c55c1435dd60ae47fcaf8,a7019ef748fd3680e844c752fd670e21297da2f0,54,blacklist,B404,LOW,HIGH,7,0,17,[7],https://cwe.mitre.org/data/definitions/78.html
